3	1.02096586841
3	1.02096586841
4	0.426008893636
4	0.426008893636
5	0.309832317797
5	0.309832317797
6	0.250901542628
6	0.250901542628
7	0.21606548615
7	0.21606548615
8	0.193365387281
8	0.193365387281
9	0.175411632667
9	0.175411632667
10	0.163136443812
10	0.163136443812
11	0.151916742668
11	0.151916742668
12	0.143013982418
12	0.143013982418
13	0.135249023115
13	0.135249023115
14	0.12945969902
14	0.12945969902
15	0.123246878194
15	0.123246878194
16	0.118802799243
16	0.118802799243
17	0.113952493461
17	0.113952493461
18	0.110331770496
18	0.110331770496
