3	-1.25415480607
4	-3.76175548061
5	-6.13191517707
6	-8.54316509275
7	-10.9075008432
8	-13.2826836425
9	-15.6503546374
10	-18.0271401349
11	-20.3738284992
12	-22.7640202361
13	-25.1485910624
14	-27.506955312
15	-29.8899517707
16	-32.261043339
17	-34.6284996627
18	-37.0062478921
