3	1.28044925071
3	1.28044925071
4	1.60254129042
4	1.60254129042
5	1.89986549184
5	1.89986549184
6	2.1434933007
6	2.1434933007
7	2.35673447236
7	2.35673447236
8	2.56841126666
8	2.56841126666
9	2.74525425878
9	2.74525425878
10	2.94088353372
10	2.94088353372
11	3.09512566127
11	3.09512566127
12	3.2555731898
12	3.2555731898
13	3.40132237392
13	3.40132237392
14	3.56104215564
14	3.56104215564
15	3.68384324511
15	3.68384324511
16	3.83270225515
16	3.83270225515
17	3.94600388139
17	3.94600388139
18	4.08296484934
18	4.08296484934
